position,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20],[21],[22],[23],[24],[25],[26],[27],[28],[29],[30],[31],[32]
left,"0.3735883831977844,0.37318533658981323,-0.5579831004142761","0.3726615607738495,0.3254690170288086,-0.4939621090888977","0.37943342328071594,0.324233740568161,-0.49382057785987854","0.3863947093486786,0.32383647561073303,-0.49350494146347046","0.3497124910354614,0.3373245298862457,-0.5014297366142273","0.3399711549282074,0.344321072101593,-0.5010924935340881","0.33049219846725464,0.35134923458099365,-0.5012888312339783","0.400505930185318,0.35825833678245544,-0.19229966402053833","0.31413280963897705,0.3930595815181732,-0.1915276050567627","0.3954560160636902,0.4228329360485077,-0.45295315980911255","0.36553847789764404,0.43419307470321655,-0.4634886384010315","0.5225566625595093,0.6023675799369812,-0.03623926639556885","0.25641289353370667,0.6971822381019592,-0.16478905081748962","0.6829307079315186,0.6668915748596191,-0.11962924152612686","0.14859874546527863,0.7323334217071533,-0.55997633934021","0.8173342347145081,0.5130805969238281,-0.3017611801624298","0.17447513341903687,0.44639721512794495,-0.952323317527771","0.8882135152816772,0.4818219840526581,-0.3173118233680725","0.168195903301239,0.38847896456718445,-1.0107266902923584","0.8804104924201965,0.4508017897605896,-0.3436077833175659","0.1856682449579239,0.37173327803611755,-0.9795491099357605","0.8512293100357056,0.4635501801967621,-0.3257370591163635","0.19412679970264435,0.5204357504844666,-0.9585122466087341","0.5303435325622559,1.314529538154602,-0.026139656081795692","0.32401242852211,1.3447846174240112,0.02975299581885338","0.5430969595909119,1.8539959192276,-0.0020404846873134375","0.35669735074043274,1.8922584056854248,0.09784148633480072","0.5415505170822144,2.3238837718963623,0.36715254187583923","0.3652620315551758,2.368403196334839,0.4253178536891937","0.5448199510574341,2.3838417530059814,0.38081613183021545","0.3592990040779114,2.4260683059692383,0.44596433639526367","0.5357363224029541,2.4837324619293213,-0.007054813671857119","0.40318822860717773,2.5269341468811035,-0.005930798593908548"
left,"0.38170087337493896,0.37088534235954285,-0.5560272336006165","0.3802148103713989,0.32081303000450134,-0.4901238679885864","0.38740280270576477,0.3197014033794403,-0.4899686872959137","0.39450597763061523,0.3193511366844177,-0.4896398186683655","0.35614776611328125,0.3316117227077484,-0.49706119298934937","0.3458319306373596,0.33844324946403503,-0.49668654799461365","0.33573928475379944,0.3457350432872772,-0.49687185883522034","0.40383148193359375,0.3533245623111725,-0.21231356263160706","0.31587305665016174,0.3908332884311676,-0.23008161783218384","0.4024209678173065,0.42259517312049866,-0.4499778747558594","0.3711129426956177,0.4337051510810852,-0.4589610695838928","0.5240354537963867,0.6033359169960022,-0.0441247895359993","0.25693845748901367,0.6951678395271301,-0.16715563833713531","0.6917312145233154,0.6702446937561035,-0.11412639170885086","0.16243739426136017,0.9721025228500366,-0.3557800054550171","0.8252509236335754,0.508870005607605,-0.3415752947330475","0.2447088211774826,0.9677247405052185,-0.6254094839096069","0.8975399732589722,0.4711456298828125,-0.36741435527801514","0.270943820476532,1.000827431678772,-0.6569134593009949","0.8906692862510681,0.4297804534435272,-0.38865071535110474","0.3155839741230011,0.9419699311256409,-0.6473091840744019","0.8597398996353149,0.4478062689304352,-0.3631976842880249","0.297184020280838,0.9409335851669312,-0.6280887126922607","0.5285865664482117,1.3129304647445679,-0.028865529224276543","0.32427534461021423,1.3406527042388916,0.03265093266963959","0.5418336987495422,1.8533061742782593,-0.06239461153745651","0.3546852469444275,1.8914034366607666,0.07096634805202484","0.5431489944458008,2.3334453105926514,0.2737141251564026","0.3651944100856781,2.3687100410461426,0.3631580173969269","0.5465648174285889,2.396583318710327,0.2835998237133026","0.359604150056839,2.4297144412994385,0.37994611263275146","0.537840723991394,2.4972147941589355,-0.09892001003026962","0.4052121937274933,2.527312994003296,-0.05296555906534195"
left,"0.3880167603492737,0.3707136809825897,-0.5229331851005554","0.3883286714553833,0.32026922702789307,-0.46921056509017944","0.39598000049591064,0.31909796595573425,-0.46892982721328735","0.4036341607570648,0.318624347448349,-0.46852347254753113","0.36361557245254517,0.3310668170452118,-0.471489280462265","0.3533676862716675,0.337983638048172,-0.47112908959388733","0.3429403305053711,0.3454457223415375,-0.47128725051879883","0.41397619247436523,0.3512773811817169,-0.20817215740680695","0.3231635093688965,0.3907710015773773,-0.2227775752544403","0.40947091579437256,0.4221591055393219,-0.43473297357559204","0.37839773297309875,0.43328624963760376,-0.43925490975379944","0.528575599193573,0.604364812374115,-0.050926573574543","0.2576674222946167,0.6764703989028931,-0.1687389463186264","0.6928732395172119,0.6769341826438904,-0.11123108118772507","0.16237066686153412,0.8965756297111511,-0.4287601709365845","0.826560378074646,0.509067177772522,-0.3105263411998749","0.2352268099784851,0.9682785868644714,-0.7633419036865234","0.8980146050453186,0.47431471943855286,-0.3294311463832855","0.23027648031711578,0.9994040131568909,-0.8017899394035339","0.8921381831169128,0.4320659935474396,-0.3574784994125366","0.26357465982437134,0.9386909008026123,-0.7887218594551086","0.860970139503479,0.4496506154537201,-0.33370012044906616","0.25763025879859924,0.9327330589294434,-0.7680765390396118","0.5253034830093384,1.3124746084213257,-0.030046088621020317","0.3243165612220764,1.3358513116836548,0.033719029277563095","0.5386669635772705,1.8535233736038208,-0.1272057592868805","0.35347792506217957,1.8908026218414307,-0.005994304548949003","0.5437523126602173,2.3403685092926025,0.14796024560928345","0.3671061396598816,2.370396375656128,0.14964339137077332","0.5472280383110046,2.405776262283325,0.15362872183322906","0.36183688044548035,2.43436336517334,0.15168514847755432","0.5400897860527039,2.496631383895874,-0.21071793138980865","0.4051535427570343,2.525862216949463,-0.25734418630599976"
left,"0.38671252131462097,0.36538705229759216,-0.52290940284729","0.38944730162620544,0.31481584906578064,-0.4707161784172058","0.39784523844718933,0.31324946880340576,-0.4703807234764099","0.4063494801521301,0.31259220838546753,-0.469981849193573","0.36412620544433594,0.32540827989578247,-0.47137975692749023","0.3539043068885803,0.3315849304199219,-0.47102150321006775","0.3435805141925812,0.33806097507476807,-0.47116583585739136","0.42241212725639343,0.3438389301300049,-0.2249983847141266","0.32559072971343994,0.3779768645763397,-0.2190604954957962","0.4088989794254303,0.41962358355522156,-0.43566280603408813","0.3770216703414917,0.4303112328052521,-0.4370802938938141","0.5341183543205261,0.6064493656158447,-0.08086289465427399","0.25770655274391174,0.6756733059883118,-0.15873147547245026","0.7009308934211731,0.6938093900680542,-0.16816449165344238","0.15325652062892914,0.9319621324539185,-0.46601638197898865","0.830772340297699,0.5093666315078735,-0.35997074842453003","0.16447634994983673,0.9011443853378296,-1.014922857284546","0.9016578793525696,0.47633999586105347,-0.36431196331977844","0.1516565978527069,0.910161018371582,-1.064494013786316","0.8950779438018799,0.43309757113456726,-0.3742040991783142","0.22010435163974762,0.8783559203147888,-1.0443679094314575","0.8638971447944641,0.45116549730300903,-0.37310487031936646","0.22234073281288147,0.8753491640090942,-1.020957350730896","0.528795063495636,1.313721776008606,-0.032162927091121674","0.3270593285560608,1.3356635570526123,0.035720039159059525","0.5397547483444214,1.8658205270767212,-0.06933701783418655","0.35472074151039124,1.8928743600845337,0.031097793951630592","0.545852541923523,2.3478026390075684,0.21069805324077606","0.367482453584671,2.370027780532837,0.27500298619270325","0.5518471598625183,2.4122414588928223,0.2180456668138504","0.3628728985786438,2.4323925971984863,0.28771549463272095","0.5437890291213989,2.501460552215576,-0.07451311498880386","0.4056316614151001,2.5290846824645996,-0.14480365812778473"
left,"0.3917970061302185,0.36555764079093933,-0.49191218614578247","0.3949958086013794,0.3151898980140686,-0.4420040547847748","0.40294349193573,0.31400471925735474,-0.44172534346580505","0.41074419021606445,0.31381547451019287,-0.4412914216518402","0.3703441023826599,0.32540440559387207,-0.4457589089870453","0.36007773876190186,0.3315584063529968,-0.4454052150249481","0.3496619164943695,0.3380086123943329,-0.44556400179862976","0.42352089285850525,0.3462657332420349,-0.2087622731924057","0.3295050859451294,0.3781217038631439,-0.21728335320949554","0.412952721118927,0.42001092433929443,-0.4093155264854431","0.3803744912147522,0.4303712248802185,-0.41539061069488525","0.5359079837799072,0.6098705530166626,-0.07463883608579636","0.257046639919281,0.6779806017875671,-0.1430831253528595","0.7011423707008362,0.6967770457267761,-0.15171638131141663","0.15324042737483978,0.9742369651794434,-0.3958558738231659","0.8306043744087219,0.5100082159042358,-0.37458765506744385","0.14790783822536469,0.9953070878982544,-0.8301920294761658","0.9016512036323547,0.476589560508728,-0.38901060819625854","0.13559579849243164,0.9642418622970581,-0.8683268427848816","0.8940505981445312,0.4351194500923157,-0.4006257951259613","0.18627019226551056,0.9320184588432312,-0.8783749938011169","0.8632375001907349,0.45065072178840637,-0.39048629999160767","0.1963280737400055,0.9186632633209229,-0.8461219072341919","0.5313816666603088,1.3141306638717651,-0.03403036668896675","0.330474853515625,1.3376065492630005,0.03766126558184624","0.5453715920448303,1.8681093454360962,-0.06168929859995842","0.36277490854263306,1.8988640308380127,0.04431190714240074","0.5593786835670471,2.3492085933685303,0.25899937748908997","0.3813643157482147,2.3776907920837402,0.29402658343315125","0.5665795207023621,2.413095474243164,0.2699227035045624","0.3763059675693512,2.4398767948150635,0.30704864859580994","0.5517257452011108,2.5066583156585693,-0.0654437243938446","0.42518165707588196,2.5401859283447266,-0.10924646258354187"
left,"0.39482054114341736,0.3654850721359253,-0.49233901500701904","0.3973537087440491,0.31520041823387146,-0.4507666826248169","0.4054790437221527,0.3141314685344696,-0.45053109526634216","0.4133409559726715,0.31416019797325134,-0.45012423396110535","0.3725806176662445,0.3252994120121002,-0.45041730999946594","0.3620762228965759,0.3314889669418335,-0.45013853907585144","0.3514940142631531,0.3379875123500824,-0.450284868478775","0.42546024918556213,0.3476838171482086,-0.21601618826389313","0.3309427797794342,0.37843137979507446,-0.2214321345090866","0.41590145230293274,0.41989392042160034,-0.4170500338077545","0.38340625166893005,0.4300958216190338,-0.4198724329471588","0.536442756652832,0.6118555665016174,-0.09914639592170715","0.25893500447273254,0.6773716807365417,-0.13586097955703735","0.7058704495429993,0.6962361931800842,-0.2090892791748047","0.15314491093158722,0.9580890536308289,-0.38283771276474","0.8308271169662476,0.5054500102996826,-0.48424655199050903","0.12438622862100601,0.9909642934799194,-0.8370821475982666","0.9030296206474304,0.4745666980743408,-0.515248715877533","0.11077317595481873,1.0201261043548584,-0.8837494254112244","0.8938418626785278,0.43095117807388306,-0.5367339849472046","0.14049144089221954,0.9817332029342651,-0.8860333561897278","0.8630646467208862,0.4423425495624542,-0.5059316754341125","0.1707305610179901,0.9249105453491211,-0.8546849489212036","0.5315086841583252,1.310524821281433,-0.038412272930145264","0.3321433961391449,1.3328608274459839,0.04178505018353462","0.5467981100082397,1.866811752319336,-0.05024924501776695","0.3646669089794159,1.895896553993225,0.05068393051624298","0.5629288554191589,2.347489595413208,0.30238866806030273","0.38513651490211487,2.377265214920044,0.30638808012008667","0.569463849067688,2.4110236167907715,0.3177091181278229","0.38052064180374146,2.4390623569488525,0.31989651918411255","0.5571097135543823,2.5041723251342773,-0.024531165137887","0.42724356055259705,2.5397114753723145,-0.0956249013543129"
left,"0.39350834488868713,0.3660474419593811,-0.44405415654182434","0.3962429463863373,0.315773606300354,-0.40542662143707275","0.4043387174606323,0.3147699236869812,-0.4051235318183899","0.4123118221759796,0.3149022161960602,-0.40474262833595276","0.3715677857398987,0.32615604996681213,-0.39909738302230835","0.36135759949684143,0.33251050114631653,-0.39872321486473083","0.35107165575027466,0.3391537666320801,-0.3988710939884186","0.4262421727180481,0.34948328137397766,-0.2083292454481125","0.33114349842071533,0.38098812103271484,-0.17723914980888367","0.41490036249160767,0.4199432134628296,-0.37495777010917664","0.3823942244052887,0.43026483058929443,-0.3678071200847626","0.5402120351791382,0.6123210787773132,-0.09572293609380722","0.25996115803718567,0.6770296096801758,-0.09085120260715485","0.710464358329773,0.7001275420188904,-0.21642187237739563","0.15176810324192047,0.978358268737793,-0.30690404772758484","0.8302096128463745,0.492693692445755,-0.44271373748779297","0.1274004727602005,1.0772557258605957,-0.7526334524154663","0.9024720788002014,0.4545651972293854,-0.46632373332977295","0.11630965769290924,1.1337635517120361,-0.7946138381958008","0.8908154368400574,0.40319374203681946,-0.4700903594493866","0.14528170228004456,1.0899512767791748,-0.808251142501831","0.8596594333648682,0.41654348373413086,-0.4558369219303131","0.1614522486925125,1.0745207071304321,-0.7725592255592346","0.5308626890182495,1.310334324836731,-0.044790901243686676","0.3314644396305084,1.3297970294952393,0.04824385792016983","0.5443918108940125,1.8678686618804932,-0.027214566245675087","0.3606579601764679,1.895507574081421,0.052910756319761276","0.5576888918876648,2.346060276031494,0.3438607454299927","0.3776196241378784,2.375758409500122,0.3011530637741089","0.564294159412384,2.409238576889038,0.3618764281272888","0.37350907921791077,2.4376983642578125,0.31448832154273987","0.5461782217025757,2.5066885948181152,0.029043186455965042","0.4188561737537384,2.5398082733154297,-0.08840414136648178"
left,"0.3926292359828949,0.3644455671310425,-0.46598732471466064","0.39554065465927124,0.31499743461608887,-0.42079436779022217","0.4035719931125641,0.31396767497062683,-0.420523464679718","0.41151517629623413,0.31404438614845276,-0.42014017701148987","0.3708636462688446,0.3256259560585022,-0.4182480573654175","0.36079177260398865,0.33210548758506775,-0.41787245869636536","0.3506697416305542,0.3388444483280182,-0.4180159866809845","0.4257020354270935,0.349395215511322,-0.2063119113445282","0.33083784580230713,0.38106638193130493,-0.1817118227481842","0.4142146706581116,0.41867026686668396,-0.3882802426815033","0.38164767622947693,0.4291546642780304,-0.38539478182792664","0.5417628884315491,0.6127868294715881,-0.09743699431419373","0.25994378328323364,0.6786704659461975,-0.09978634864091873","0.7100450396537781,0.7036033868789673,-0.23728416860103607","0.15054573118686676,0.9816271662712097,-0.273894339799881","0.830086886882782,0.4913208484649658,-0.5065904855728149","0.13146327435970306,1.0652655363082886,-0.6396478414535522","0.9020472764968872,0.45468568801879883,-0.5362285375595093","0.12269166111946106,1.118157148361206,-0.6715039014816284","0.8863521218299866,0.3994549810886383,-0.5369776487350464","0.1544344276189804,0.9992993474006653,-0.6828420758247375","0.8562040328979492,0.4126986861228943,-0.5193271040916443","0.16778558492660522,0.9812976121902466,-0.6550257205963135","0.5326725244522095,1.3106398582458496,-0.04784654080867767","0.33188819885253906,1.3300552368164062,0.05130980163812637","0.5449008345603943,1.8702176809310913,0.01436943281441927","0.360746830701828,1.8970725536346436,0.0866430327296257","0.5577421188354492,2.344991445541382,0.427684485912323","0.3779953420162201,2.37497878074646,0.3838510513305664","0.5642908215522766,2.4078969955444336,0.4485999345779419","0.3737996518611908,2.436615467071533,0.4028724730014801","0.5469393134117126,2.5075533390045166,0.10006667673587799","0.4193509519100189,2.5417301654815674,-0.004365569446235895"
left,"0.39202186465263367,0.36461055278778076,-0.5143768191337585","0.39505618810653687,0.3161890506744385,-0.4666593372821808","0.4030492901802063,0.3156203627586365,-0.4663764238357544","0.41096577048301697,0.3162383735179901,-0.4659118354320526","0.3704858124256134,0.32641199231147766,-0.4712494909763336","0.360673725605011,0.3329370617866516,-0.4709596335887909","0.3507881164550781,0.33979663252830505,-0.47113627195358276","0.4249713122844696,0.35434335470199585,-0.231718048453331","0.33185523748397827,0.3861614465713501,-0.2523375153541565","0.41371068358421326,0.41893577575683594,-0.4329828917980194","0.3811212182044983,0.42932629585266113,-0.44054263830184937","0.5419045686721802,0.6156107187271118,-0.11493069678544998","0.2599334716796875,0.6828157901763916,-0.16035780310630798","0.7105072140693665,0.7043364644050598,-0.2624584138393402","0.14905713498592377,0.9708560705184937,-0.3154352605342865","0.8298290967941284,0.491582453250885,-0.5788679718971252","0.13321258127689362,1.1656970977783203,-0.656493604183197","0.9008309245109558,0.4557283818721771,-0.6254709362983704","0.12459182739257812,1.2550084590911865,-0.6921378374099731","0.8804360032081604,0.40445786714553833,-0.6303049325942993","0.15763740241527557,1.2150912284851074,-0.7255722880363464","0.851140558719635,0.41705620288848877,-0.5962787866592407","0.1675039827823639,1.1913048028945923,-0.6807091236114502","0.5325313806533813,1.310672402381897,-0.04710625484585762","0.33241018652915955,1.3304564952850342,0.05055278539657593","0.5452800989151001,1.8692723512649536,0.036041613668203354","0.36101385951042175,1.8967983722686768,0.08564306795597076","0.5583608150482178,2.3438403606414795,0.44928881525993347","0.38009828329086304,2.374354839324951,0.382707804441452","0.5647257566452026,2.406830310821533,0.47099733352661133","0.37689706683158875,2.436599016189575,0.4009326994419098","0.5472103357315063,2.506089448928833,0.12154252827167511","0.42099884152412415,2.5409317016601562,-0.00817608367651701"
left,"0.39101073145866394,0.3645576238632202,-0.5234057307243347","0.3946981728076935,0.3163745403289795,-0.47621265053749084","0.4026326835155487,0.3161437213420868,-0.4758981168270111","0.41050446033477783,0.31718534231185913,-0.4753953814506531","0.3701491057872772,0.32636162638664246,-0.4827781021595001","0.36027300357818604,0.33283376693725586,-0.4824078381061554","0.3503803610801697,0.33964455127716064,-0.482556015253067","0.42444542050361633,0.357307493686676,-0.24408715963363647","0.3320240378379822,0.38690441846847534,-0.2723385989665985","0.4129807651042938,0.4191185235977173,-0.4438561499118805","0.37966203689575195,0.42931532859802246,-0.4526790976524353","0.5417858362197876,0.6175151467323303,-0.1355014592409134","0.25868600606918335,0.6865649819374084,-0.18810008466243744","0.7102101445198059,0.7000724673271179,-0.28574663400650024","0.14614565670490265,0.9906041026115417,-0.22973838448524475","0.8247565627098083,0.49341827630996704,-0.6109888553619385","0.12892626225948334,1.273176670074463,-0.4305690824985504","0.8932989239692688,0.4563148021697998,-0.6595508456230164","0.11676692962646484,1.379533052444458,-0.44335612654685974","0.8713716864585876,0.4067341387271881,-0.6656240820884705","0.15000316500663757,1.359911561012268,-0.4991954565048218","0.843467116355896,0.41850546002388,-0.6301416754722595","0.15965600311756134,1.3305351734161377,-0.45985978841781616","0.5289412140846252,1.327185869216919,-0.046682655811309814","0.329647034406662,1.3504104614257812,0.05013643577694893","0.5445621013641357,1.8937143087387085,0.04644424095749855","0.35979071259498596,1.923624038696289,0.12364251911640167","0.5583208799362183,2.372013568878174,0.4819691777229309","0.3794947862625122,2.4043900966644287,0.48158127069473267","0.5644939541816711,2.44077467918396,0.5056792497634888","0.37648966908454895,2.4721484184265137,0.5057753324508667","0.5481032133102417,2.5348987579345703,0.15116603672504425","0.42080944776535034,2.5668601989746094,0.09336195886135101"
left,"0.39066171646118164,0.36574387550354004,-0.5262888073921204","0.3947056829929352,0.3173196613788605,-0.47791481018066406","0.4026755690574646,0.31750065088272095,-0.4775885343551636","0.4105919301509857,0.31899571418762207,-0.47709497809410095","0.37010157108306885,0.3267318308353424,-0.48651283979415894","0.3603586256504059,0.3330656886100769,-0.4861516058444977","0.3505859375,0.33977261185646057,-0.48631393909454346","0.42446449398994446,0.3604676127433777,-0.241173654794693","0.33263716101646423,0.38741493225097656,-0.2804352641105652","0.4127669334411621,0.4208050072193146,-0.445444256067276","0.37959304451942444,0.4303739070892334,-0.45681145787239075","0.5413209199905396,0.6201249957084656,-0.12896639108657837","0.25723156332969666,0.6895179152488708,-0.18704529106616974","0.7091874480247498,0.7031190991401672,-0.3065165877342224","0.14469660818576813,1.0012171268463135,-0.13661149144172668","0.8168291449546814,0.4943215847015381,-0.6688467264175415","0.1315113753080368,1.2688428163528442,-0.2347191721200943","0.8846962451934814,0.45400187373161316,-0.7243478298187256","0.12051060795783997,1.3708045482635498,-0.23271887004375458","0.8576956391334534,0.39959800243377686,-0.716713011264801","0.1540178805589676,1.3490681648254395,-0.2828594148159027","0.830123245716095,0.4159492254257202,-0.683819055557251","0.16261906921863556,1.320784091949463,-0.25848376750946045","0.5281865000724792,1.3378345966339111,-0.04632192105054855","0.32888129353523254,1.3642767667770386,0.049770135432481766","0.5442492961883545,1.9057834148406982,0.03165609389543533","0.35902073979377747,1.934622049331665,0.11618979275226593","0.5576789379119873,2.3864283561706543,0.4515751600265503","0.37896862626075745,2.4114291667938232,0.4672202467918396","0.5635747313499451,2.4569168090820312,0.4738597869873047","0.37571650743484497,2.479485511779785,0.49085453152656555","0.5482771992683411,2.548737049102783,0.11824553459882736","0.42093658447265625,2.572415828704834,0.07852944731712341"
left,"0.38655731081962585,0.36597853899002075,-0.5219022631645203","0.3934560716152191,0.31748369336128235,-0.4743255376815796","0.40176013112068176,0.31774255633354187,-0.473947137594223","0.40991705656051636,0.3193089962005615,-0.4734666645526886","0.36796316504478455,0.32673755288124084,-0.48330047726631165","0.3585485816001892,0.3330284655094147,-0.4828926920890808","0.3492959439754486,0.33954888582229614,-0.48302605748176575","0.4242361783981323,0.360801100730896,-0.23627963662147522","0.3324478268623352,0.3868087828159332,-0.2652241587638855","0.40992215275764465,0.42109671235084534,-0.44291800260543823","0.37549856305122375,0.4303795099258423,-0.4551627039909363","0.5409157872200012,0.6200966238975525,-0.12143078446388245","0.25594836473464966,0.6898901462554932,-0.16174553334712982","0.7099493741989136,0.7056112885475159,-0.307871550321579","0.14483597874641418,0.9944112300872803,-0.09752582758665085","0.8075799942016602,0.48701968789100647,-0.6849575638771057","0.1309233456850052,1.184365153312683,-0.23002992570400238","0.8690662384033203,0.4353853166103363,-0.7434791922569275","0.12082384526729584,1.2634201049804688,-0.2355642467737198","0.8418015837669373,0.3789530396461487,-0.7289180755615234","0.1489909440279007,1.2312155961990356,-0.27371740341186523","0.8158140778541565,0.4019741714000702,-0.6972362995147705","0.1561928391456604,1.2114143371582031,-0.25113826990127563","0.5282468199729919,1.3355528116226196,-0.04624217376112938","0.32890814542770386,1.3627502918243408,0.049630191177129745","0.5444345474243164,1.9014736413955688,0.026643263176083565","0.3591369390487671,1.930007815361023,0.11008846014738083","0.5575948357582092,2.3816261291503906,0.44821542501449585","0.3787463903427124,2.407411575317383,0.4406704008579254","0.5635582208633423,2.4504125118255615,0.466348260641098","0.3750843107700348,2.4745988845825195,0.46177148818969727","0.5469914674758911,2.5439367294311523,0.10690555721521378","0.42107877135276794,2.5693790912628174,0.046726055443286896"
left,"0.38608402013778687,0.3630123734474182,-0.5210734009742737","0.39337673783302307,0.31540095806121826,-0.47350627183914185","0.4016166627407074,0.31575673818588257,-0.47313612699508667","0.4097289443016052,0.3173608183860779,-0.47267669439315796","0.36778444051742554,0.32386818528175354,-0.48186519742012024","0.35840314626693726,0.329735666513443,-0.48148006200790405","0.3492017388343811,0.33582982420921326,-0.4816286265850067","0.4242067039012909,0.3592054545879364,-0.23805712163448334","0.33229923248291016,0.3832278847694397,-0.27143508195877075","0.4096928834915161,0.41941148042678833,-0.44116342067718506","0.37505704164505005,0.4281634986400604,-0.4518330991268158","0.5409146547317505,0.6200026869773865,-0.11742392927408218","0.2559528052806854,0.6897618770599365,-0.17699342966079712","0.7109051942825317,0.7052057385444641,-0.29638734459877014","0.14469392597675323,1.0033167600631714,-0.13528084754943848","0.8079854846000671,0.4859793782234192,-0.6638146638870239","0.1319650113582611,1.2490813732147217,-0.2496947944164276","0.868861734867096,0.43589916825294495,-0.721957802772522","0.12224971503019333,1.3472176790237427,-0.2527795732021332","0.8395940661430359,0.37680986523628235,-0.7057769298553467","0.150260791182518,1.3200989961624146,-0.29616209864616394","0.8137436509132385,0.39936283230781555,-0.6755382418632507","0.15794023871421814,1.292737364768982,-0.2714821994304657","0.5285001993179321,1.337584376335144,-0.03755699470639229","0.3289841115474701,1.3634893894195557,0.04131944105029106","0.5445905327796936,1.9080908298492432,0.018998386338353157","0.35929667949676514,1.9342235326766968,0.1062820702791214","0.5577763319015503,2.398442029953003,0.4370589554309845","0.3787437677383423,2.4203522205352783,0.42744866013526917","0.5637966990470886,2.4725310802459717,0.4573168456554413","0.37502986192703247,2.4923577308654785,0.4476308226585388","0.5473254919052124,2.559159517288208,0.10446400195360184","0.4212094843387604,2.581584930419922,0.03600101172924042"
