position,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20],[21],[22],[23],[24],[25],[26],[27],[28],[29],[30],[31],[32]
left,"0.3628428280353546,0.3519587814807892,-0.3414827585220337","0.36929720640182495,0.30991628766059875,-0.2791498601436615","0.3773016929626465,0.3128674328327179,-0.27925875782966614","0.384412944316864,0.31604304909706116,-0.2789546549320221","0.3417147696018219,0.30727511644363403,-0.3221603333950043","0.33131659030914307,0.3086114525794983,-0.3222096860408783","0.32097432017326355,0.3102811872959137,-0.3226493299007416","0.38296082615852356,0.34304314851760864,0.03104197047650814","0.2971257269382477,0.3397237956523895,-0.15248245000839233","0.37567511200904846,0.39829832315444946,-0.22613336145877838","0.3397573232650757,0.40047401189804077,-0.2802148163318634","0.43959853053092957,0.6006537675857544,0.18933223187923431","0.21807272732257843,0.5765218734741211,-0.3266293704509735","0.5795536041259766,0.6129461526870728,-0.13603229820728302","0.30303269624710083,0.7402433156967163,-0.7891514897346497","0.6483666896820068,0.5487266778945923,-0.5951799154281616","0.5660181045532227,0.5530793070793152,-0.8841689825057983","0.7004518508911133,0.5457971096038818,-0.6784116625785828","0.6385281085968018,0.558827817440033,-0.956851601600647","0.6819249987602234,0.5512646436691284,-0.6907703876495361","0.6486473679542542,0.5510591864585876,-0.9110626578330994","0.6607862710952759,0.5629074573516846,-0.6221494674682617","0.6149715185165405,0.5543146729469299,-0.8659656643867493","0.4315468966960907,1.2366102933883667,0.08101480454206467","0.2592076063156128,1.243085503578186,-0.0789804756641388","0.4480421245098114,1.693144679069519,0.032890770584344864","0.2973642945289612,1.7147108316421509,-0.10474447906017303","0.44467565417289734,2.145209789276123,0.3168271780014038","0.2935607135295868,2.1766371726989746,0.042962606996297836","0.44198179244995117,2.2080800533294678,0.32536399364471436","0.28078559041023254,2.245635986328125,0.04440942779183388","0.44306454062461853,2.2894792556762695,0.02536655403673649","0.33296072483062744,2.308133125305176,-0.3007735013961792"
left,"0.36670640110969543,0.35926923155784607,-0.38478884100914","0.36952146887779236,0.31420379877090454,-0.3186199367046356","0.375869482755661,0.3163949251174927,-0.318710058927536","0.38125112652778625,0.31869280338287354,-0.318372905254364","0.3436402976512909,0.3123084306716919,-0.3673955500125885","0.3326414227485657,0.3136771619319916,-0.3674139678478241","0.32149964570999146,0.315522164106369,-0.367819607257843","0.3735799193382263,0.3427296578884125,0.01052040047943592","0.2933557629585266,0.341531902551651,-0.19988703727722168","0.376472145318985,0.401791512966156,-0.2619224786758423","0.34343764185905457,0.4070817530155182,-0.3231702744960785","0.4235629141330719,0.6008515954017639,0.19239512085914612","0.21020089089870453,0.5808458924293518,-0.3794271647930145","0.5698782205581665,0.6172617077827454,-0.0966893807053566","0.32425135374069214,0.7362688183784485,-0.8256533741950989","0.6443548798561096,0.5282238125801086,-0.5784351229667664","0.5878086090087891,0.5451698303222656,-0.8926064372062683","0.7041216492652893,0.5271501541137695,-0.6652593016624451","0.6556723713874817,0.5454617142677307,-0.9677495956420898","0.687110960483551,0.5340992212295532,-0.6827657222747803","0.6583520174026489,0.5310443043708801,-0.9270403385162354","0.661721408367157,0.5435636043548584,-0.6087858080863953","0.6282389760017395,0.5390527248382568,-0.8756664991378784","0.42862749099731445,1.2390849590301514,0.09079741686582565","0.2583216726779938,1.2542948722839355,-0.08855562657117844","0.44956281781196594,1.7056916952133179,0.018954159691929817","0.2987636625766754,1.7396725416183472,-0.12456425279378891","0.44671645760536194,2.1625967025756836,0.2989412248134613","0.297187864780426,2.201343536376953,0.018015209585428238","0.44531843066215515,2.226361036300659,0.3070405125617981","0.28459879755973816,2.2703537940979004,0.018838146701455116","0.4499528110027313,2.3024826049804688,0.002574450569227338","0.3406437933444977,2.327446937561035,-0.3353155255317688"
left,"0.3639245629310608,0.36922457814216614,-0.39455047249794006","0.3663099706172943,0.32072702050209045,-0.3284829556941986","0.37303707003593445,0.32299017906188965,-0.328590989112854","0.37876808643341064,0.3253178000450134,-0.3282827138900757","0.3381805419921875,0.3180554509162903,-0.373663067817688","0.3260757029056549,0.3193982243537903,-0.3736916184425354","0.31392520666122437,0.3214419186115265,-0.37412017583847046","0.3695105314254761,0.3463594317436218,0.0035870405845344067","0.2867752015590668,0.3446466028690338,-0.1877775341272354","0.3726595342159271,0.41019436717033386,-0.2698754072189331","0.338539719581604,0.41574305295944214,-0.32580333948135376","0.419852077960968,0.6042971014976501,0.19519922137260437","0.21040774881839752,0.5844728946685791,-0.36091724038124084","0.5615108013153076,0.6267704367637634,-0.13320013880729675","0.34421080350875854,0.6825472116470337,-0.7730199098587036","0.6437177658081055,0.5329658389091492,-0.6804227828979492","0.5957010388374329,0.5429402589797974,-0.8375478386878967","0.7032822370529175,0.5238100290298462,-0.779481828212738","0.6608638763427734,0.5444995760917664,-0.8975381851196289","0.68473219871521,0.5332117080688477,-0.7850548624992371","0.6706193685531616,0.5322980284690857,-0.8809847235679626","0.6588404774665833,0.5432549118995667,-0.709223747253418","0.64210045337677,0.5452196002006531,-0.8158143162727356","0.43231645226478577,1.2464358806610107,0.08828666806221008","0.26068103313446045,1.2668930292129517,-0.08610622584819794","0.45428353548049927,1.7211151123046875,0.013213425874710083","0.30594655871391296,1.7590512037277222,-0.11920922249555588","0.45958852767944336,2.183396100997925,0.2830648422241211","0.3154774606227875,2.2257027626037598,0.020443009212613106","0.4568311870098114,2.2463080883026123,0.2910100817680359","0.3037079870700836,2.2951900959014893,0.02110641822218895","0.46747735142707825,2.3258306980133057,-0.013002331368625164","0.3605833053588867,2.3510682582855225,-0.32950204610824585"
left,"0.3657793700695038,0.37136051058769226,-0.3553202450275421","0.3705657124519348,0.3225848078727722,-0.29701313376426697","0.3778098523616791,0.3247421681880951,-0.2970154583454132","0.3839523494243622,0.32708147168159485,-0.296699583530426","0.34237173199653625,0.31975606083869934,-0.33093225955963135","0.3308224678039551,0.3205130398273468,-0.330928772687912","0.31939926743507385,0.32190003991127014,-0.3313640058040619","0.37684088945388794,0.3490879237651825,0.017641501501202583","0.29376789927482605,0.3447064161300659,-0.16330116987228394","0.37690719962120056,0.4130754768848419,-0.2500389516353607","0.3413848578929901,0.41842129826545715,-0.2880173623561859","0.42023783922195435,0.6060656309127808,0.196632519364357","0.21414195001125336,0.5834168791770935,-0.32722267508506775","0.5568544268608093,0.6318655014038086,-0.07862343639135361","0.33123746514320374,0.7021657228469849,-0.726576566696167","0.6551352143287659,0.5564671158790588,-0.5209912657737732","0.5856609344482422,0.5485780239105225,-0.7590194940567017","0.7036474943161011,0.5457397699356079,-0.6051973104476929","0.654250979423523,0.5611409544944763,-0.8176906704902649","0.6860581040382385,0.5517857074737549,-0.6225876212120056","0.6644247174263,0.5450048446655273,-0.7842597365379333","0.660399854183197,0.5591556429862976,-0.5503493547439575","0.6385757327079773,0.5525048971176147,-0.7385147213935852","0.4317686855792999,1.2434747219085693,0.08108022063970566","0.2621718943119049,1.2600709199905396,-0.07905378192663193","0.4562186002731323,1.7159086465835571,-0.0066851782612502575","0.30914193391799927,1.7485347986221313,-0.11940683424472809","0.4671732783317566,2.1780030727386475,0.2579728662967682","0.3245752155780792,2.216355323791504,0.008391588926315308","0.4634464979171753,2.239943504333496,0.2658916413784027","0.31455332040786743,2.2861390113830566,0.008847176097333431","0.47541484236717224,2.3226640224456787,-0.023923413828015327","0.3662468492984772,2.3402209281921387,-0.3335219621658325"
left,"0.36770007014274597,0.37449154257774353,-0.3412170708179474","0.37315210700035095,0.3259390592575073,-0.2827703058719635","0.3805387318134308,0.3284083604812622,-0.2828143239021301","0.38681894540786743,0.3310152590274811,-0.28253695368766785","0.3451699912548065,0.3221834897994995,-0.32138878107070923","0.3338591754436493,0.3226369023323059,-0.32140347361564636","0.32258567214012146,0.3237079083919525,-0.3218434154987335","0.3810437023639679,0.3536757826805115,0.025019917637109756","0.2969971001148224,0.34809228777885437,-0.16050191223621368","0.3792916238307953,0.4195686876773834,-0.23585626482963562","0.3429149389266968,0.4241330325603485,-0.27834415435791016","0.42446431517601013,0.6143908500671387,0.21260663866996765","0.2165077030658722,0.5836302042007446,-0.32377272844314575","0.5559289455413818,0.6530200839042664,-0.04035357013344765","0.3356315791606903,0.7390406727790833,-0.7201722860336304","0.6712667942047119,0.6176022291183472,-0.4651203751564026","0.5819883346557617,0.5804590582847595,-0.7475165724754333","0.703565239906311,0.6041088700294495,-0.541571855545044","0.6522500514984131,0.5975291728973389,-0.8025171160697937","0.695999026298523,0.5992469787597656,-0.550449013710022","0.6669610142707825,0.5764853954315186,-0.7630097270011902","0.6681530475616455,0.6054306626319885,-0.4909211993217468","0.6441605687141418,0.5810710787773132,-0.7267094254493713","0.43345195055007935,1.2589685916900635,0.08043970912694931","0.2636565566062927,1.27592933177948,-0.07842297852039337","0.46696990728378296,1.731454610824585,-0.028334995731711388","0.3188636600971222,1.7633917331695557,-0.12733249366283417","0.4805012345314026,2.203428030014038,0.23299358785152435","0.3346922695636749,2.240677833557129,-0.002718758536502719","0.4769105017185211,2.2645328044891357,0.24062253534793854","0.32372379302978516,2.3123271465301514,-0.0023330585099756718","0.4881412088871002,2.352452278137207,-0.049525514245033264","0.3784736394882202,2.3630332946777344,-0.342777818441391"
left,"0.3748836815357208,0.3760564923286438,-0.2783014476299286","0.373810738325119,0.3266512453556061,-0.22105556726455688","0.38198426365852356,0.328072190284729,-0.22124582529067993","0.3884955644607544,0.32987841963768005,-0.2210773378610611","0.352319598197937,0.3249383866786957,-0.2792973518371582","0.34302911162376404,0.32542040944099426,-0.2794279456138611","0.3333200514316559,0.3262843191623688,-0.2798721194267273","0.38023075461387634,0.3526458144187927,0.07143178582191467","0.301637202501297,0.3494876027107239,-0.15926243364810944","0.3805680274963379,0.4193812906742096,-0.16860584914684296","0.3546279966831207,0.4271165728569031,-0.24226997792720795","0.4011435806751251,0.6135165095329285,0.2460724413394928","0.21758827567100525,0.5820236802101135,-0.33646684885025024","0.5500363707542419,0.7188798189163208,0.07610901445150375","0.3387865722179413,0.7572667002677917,-0.7438639402389526","0.6610791087150574,0.6532055139541626,-0.29298970103263855","0.5763691663742065,0.6229215860366821,-0.7874031066894531","0.7001733779907227,0.642338216304779,-0.3656023144721985","0.6445969343185425,0.6403442621231079,-0.8444656729698181","0.6960768103599548,0.6263217926025391,-0.38957759737968445","0.6555131077766418,0.6109898090362549,-0.8280073404312134","0.666424036026001,0.634427547454834,-0.3236900866031647","0.6304687857627869,0.6146940588951111,-0.7755790948867798","0.4347546398639679,1.2603989839553833,0.10309284180402756","0.267240434885025,1.2808557748794556,-0.10121282935142517","0.4718819260597229,1.739567518234253,-0.009641733951866627","0.3284364342689514,1.7752517461776733,-0.1458146572113037","0.4904545247554779,2.2167181968688965,0.24798397719860077","0.3584962785243988,2.257880926132202,-0.01769857481122017","0.4863559305667877,2.2802574634552,0.25329330563545227","0.3464125096797943,2.3295722007751465,-0.01749422959983349","0.508988082408905,2.35390043258667,-0.04013705998659134","0.4144774079322815,2.373676300048828,-0.362735390663147"
left,"0.3784293234348297,0.37792572379112244,-0.3065188229084015","0.37420454621315,0.32723262906074524,-0.251766175031662","0.38278132677078247,0.3286449611186981,-0.2518603503704071","0.3895999789237976,0.33035755157470703,-0.25170019268989563","0.35388728976249695,0.3252789080142975,-0.30670130252838135","0.34458985924720764,0.32572269439697266,-0.3067188262939453","0.33475831151008606,0.3266332745552063,-0.30712977051734924","0.3814908266067505,0.3533257246017456,0.038656074553728104","0.30180642008781433,0.35029304027557373,-0.18659287691116333","0.38189589977264404,0.42226818203926086,-0.19581370055675507","0.35892143845558167,0.4311193823814392,-0.26689693331718445","0.40948647260665894,0.6198752522468567,0.24241608381271362","0.21812807023525238,0.5817240476608276,-0.3496726453304291","0.5501758456230164,0.7129469513893127,0.07177446782588959","0.33053669333457947,0.7649017572402954,-0.7720553874969482","0.6582561731338501,0.6505306959152222,-0.21496133506298065","0.569078266620636,0.6169378757476807,-0.8489318490028381","0.6983261704444885,0.6357209086418152,-0.2722913324832916","0.6368042826652527,0.6294264197349548,-0.907981812953949","0.690380871295929,0.6302691698074341,-0.2877447307109833","0.6507405042648315,0.6109095811843872,-0.8796454071998596","0.6617847084999084,0.6405601501464844,-0.23914791643619537","0.6277168393135071,0.6170493364334106,-0.8349059820175171","0.43786856532096863,1.2745323181152344,0.09544186294078827","0.2703142464160919,1.295140027999878,-0.09339125454425812","0.4752219319343567,1.7650337219238281,0.003089674049988389","0.3269571363925934,1.8035578727722168,-0.13434284925460815","0.48935467004776,2.2456696033477783,0.29229381680488586","0.3487485349178314,2.28068470954895,0.0013790386728942394","0.4853842556476593,2.3112292289733887,0.29987889528274536","0.33694788813591003,2.3514561653137207,0.00015065609477460384","0.5057485699653625,2.378758430480957,-0.0053679910488426685","0.3983607888221741,2.3948733806610107,-0.3397522568702698"
left,"0.3886224329471588,0.37953412532806396,-0.30317220091819763","0.37962719798088074,0.32811352610588074,-0.2482098639011383","0.38443389534950256,0.3291259706020355,-0.24835824966430664","0.3901996910572052,0.3305455148220062,-0.24822084605693817","0.3647293746471405,0.32733556628227234,-0.3038540482521057","0.35611799359321594,0.32761743664741516,-0.3038763999938965","0.34680017828941345,0.3280829191207886,-0.30429890751838684","0.3784531354904175,0.35277074575424194,0.0423426628112793","0.3078022003173828,0.3499205708503723,-0.19737648963928223","0.3863893151283264,0.42239028215408325,-0.19171658158302307","0.37079355120658875,0.4314381182193756,-0.26410427689552307","0.4047584533691406,0.6194312572479248,0.22726351022720337","0.2191476672887802,0.5815010666847229,-0.37267833948135376","0.551518976688385,0.6647595167160034,0.08100064843893051","0.3319281041622162,0.7398555278778076,-0.7888036370277405","0.644659161567688,0.5864297747612,-0.22384046018123627","0.5775638818740845,0.5854379534721375,-0.8343467116355896","0.6942340135574341,0.570685863494873,-0.2880844473838806","0.6453134417533875,0.5962043404579163,-0.8981899619102478","0.6891111135482788,0.5856289267539978,-0.30593883991241455","0.6546728610992432,0.6099520921707153,-0.8601731061935425","0.6596984267234802,0.5975018739700317,-0.2511877715587616","0.6321581602096558,0.6061488389968872,-0.8179612755775452","0.437774658203125,1.27471923828125,0.10133767127990723","0.2708926498889923,1.2956088781356812,-0.09941671788692474","0.47472354769706726,1.762781023979187,0.025638747960329056","0.3266295790672302,1.7994927167892456,-0.1321771889925003","0.48695817589759827,2.2412948608398438,0.3221570551395416","0.34661048650741577,2.2794265747070312,0.0020395542960613966","0.483857661485672,2.3052971363067627,0.3307851552963257","0.3347538411617279,2.350072145462036,0.008700328879058361","0.5003423094749451,2.3797457218170166,0.02375447005033493","0.3973764479160309,2.4007508754730225,-0.32908302545547485"
left,"0.3935233950614929,0.3768801689147949,-0.29917556047439575","0.3842746615409851,0.3246577978134155,-0.24524322152137756","0.38800424337387085,0.3242962956428528,-0.2453702837228775","0.3924119174480438,0.32465872168540955,-0.24525044858455658","0.36808478832244873,0.3265450596809387,-0.2993427813053131","0.35902249813079834,0.3269635736942291,-0.2993340492248535","0.34945613145828247,0.32747942209243774,-0.29974108934402466","0.3798586130142212,0.34406620264053345,0.04284871369600296","0.3101162612438202,0.34726011753082275,-0.18007519841194153","0.3929702937602997,0.4166124761104584,-0.18860292434692383","0.3751637041568756,0.4257507920265198,-0.25703907012939453","0.4097149670124054,0.6016322374343872,0.2169620543718338","0.2203572541475296,0.5807690620422363,-0.3404085040092468","0.5674172043800354,0.6445464491844177,0.022944608703255653","0.31785470247268677,0.7099977135658264,-0.7868665456771851","0.6492952704429626,0.5510941743850708,-0.3348696529865265","0.5689201354980469,0.529914379119873,-0.8831064105033875","0.6845322251319885,0.5036061406135559,-0.4056883752346039","0.635753870010376,0.5240861177444458,-0.948255717754364","0.6833091974258423,0.5054771900177002,-0.41305652260780334","0.6454259157180786,0.515841543674469,-0.9049904942512512","0.6569299101829529,0.5333980321884155,-0.35804352164268494","0.6222421526908875,0.5267404317855835,-0.8648157119750977","0.4508557915687561,1.2626128196716309,0.09272994101047516","0.2812284827232361,1.2929173707962036,-0.09101852774620056","0.48070400953292847,1.7597620487213135,0.010312061756849289","0.32665544748306274,1.7889564037322998,-0.1260390728712082","0.4895611107349396,2.22833251953125,0.2872138023376465","0.3442135453224182,2.263507127761841,0.01472186204046011","0.4859049618244171,2.292062997817993,0.2929667532444","0.3341807425022125,2.3335177898406982,0.019132545217871666","0.5003494024276733,2.3675389289855957,-0.027493668720126152","0.39295631647109985,2.3864498138427734,-0.3379952013492584"
left,"0.40051743388175964,0.3762238025665283,-0.26327842473983765","0.3913312256336212,0.32427188754081726,-0.2174919992685318","0.393866628408432,0.32406750321388245,-0.21755076944828033","0.39672860503196716,0.32455119490623474,-0.21748091280460358","0.3750375211238861,0.3259889483451843,-0.26853707432746887","0.3658353090286255,0.32638630270957947,-0.268476277589798","0.35627809166908264,0.326955646276474,-0.2687931954860687","0.3807786703109741,0.34353992342948914,0.04744481295347214","0.3197394013404846,0.34618327021598816,-0.170893594622612","0.39883291721343994,0.4160768985748291,-0.16019484400749207","0.3819409906864166,0.42502230405807495,-0.2258637696504593","0.4139557480812073,0.5929018259048462,0.20134933292865753","0.22359324991703033,0.5801374316215515,-0.3267134726047516","0.5503548383712769,0.5481300354003906,0.024591412395238876","0.3261001706123352,0.6250509023666382,-0.7786006927490234","0.6412608027458191,0.49391263723373413,-0.25816017389297485","0.5688048005104065,0.4426577389240265,-0.8595473766326904","0.6776750087738037,0.461211621761322,-0.3242165148258209","0.6339079141616821,0.4529518485069275,-0.924682080745697","0.6606195569038391,0.4401403069496155,-0.33667558431625366","0.6440023183822632,0.4362294673919678,-0.8836833238601685","0.6343733668327332,0.4591786563396454,-0.28257134556770325","0.6225817203521729,0.44018855690956116,-0.8426986932754517","0.4519505798816681,1.2596577405929565,0.08004634082317352","0.28617745637893677,1.2910339832305908,-0.0782129094004631","0.4812934696674347,1.7541120052337646,-0.011661123484373093","0.32729285955429077,1.7829577922821045,-0.12790246307849884","0.4893687069416046,2.223206043243408,0.24360574781894684","0.3428313136100769,2.2573883533477783,0.0037683635018765926","0.4853377044200897,2.285963296890259,0.24835936725139618","0.33341896533966064,2.326676845550537,0.004884074907749891","0.4983358085155487,2.365915298461914,-0.07080197334289551","0.39263516664505005,2.3815505504608154,-0.36819687485694885"
left,"0.4029688835144043,0.3701331615447998,-0.2566681206226349","0.3964117765426636,0.32051292061805725,-0.20773561298847198","0.3999353051185608,0.31979408860206604,-0.20770327746868134","0.4033355712890625,0.32003527879714966,-0.20775598287582397","0.3762553632259369,0.32250314950942993,-0.25016677379608154","0.3663179278373718,0.3224329948425293,-0.24999800324440002","0.35634157061576843,0.32263779640197754,-0.2502729594707489","0.3842649459838867,0.3393006920814514,0.062273286283016205","0.3224034607410431,0.34259921312332153,-0.11786869168281555","0.40446409583091736,0.4097554683685303,-0.15313966572284698","0.38280579447746277,0.4170251488685608,-0.2070983350276947","0.4397983253002167,0.592581033706665,0.1937747299671173","0.22515663504600525,0.5745176076889038,-0.2597304582595825","0.55650395154953,0.697295606136322,0.006410246714949608","0.30028316378593445,0.633172333240509,-0.7655417323112488","0.6368979811668396,0.6650390028953552,-0.2973337173461914","0.5656852722167969,0.41153374314308167,-0.9099670648574829","0.6721747517585754,0.6622211933135986,-0.3563304841518402","0.6300773024559021,0.4081243574619293,-0.9763867259025574","0.6549775004386902,0.6337246298789978,-0.3594387173652649","0.6402822136878967,0.38425394892692566,-0.9113868474960327","0.6331483721733093,0.6447746753692627,-0.3147197961807251","0.6188274025917053,0.3910209536552429,-0.8834947943687439","0.46061190962791443,1.2452043294906616,0.0508628748357296","0.2896271347999573,1.265706181526184,-0.0490105114877224","0.48626014590263367,1.7522212266921997,-0.05004532262682915","0.3296281099319458,1.7779099941253662,-0.12528447806835175","0.4892333149909973,2.2208786010742188,0.19107364118099213","0.3416363596916199,2.2527074813842773,0.011355018243193626","0.4854908585548401,2.283038854598999,0.19485841691493988","0.33201053738594055,2.3218255043029785,0.012874823994934559","0.49656471610069275,2.368522882461548,-0.12865154445171356","0.3890215754508972,2.3807036876678467,-0.3642265498638153"
left,"0.40547215938568115,0.3557855784893036,-0.262076199054718","0.40104278922080994,0.31234684586524963,-0.21206067502498627","0.40583810210227966,0.3122899532318115,-0.212150439620018","0.4104289710521698,0.3134913742542267,-0.21204392611980438","0.37728121876716614,0.3144300878047943,-0.25438758730888367","0.366744726896286,0.31456905603408813,-0.25424712896347046","0.3565213084220886,0.31470638513565063,-0.25458139181137085","0.3962668180465698,0.3383054733276367,0.059355754405260086","0.3265669047832489,0.33724313974380493,-0.07676894217729568","0.4108363091945648,0.39738038182258606,-0.16600891947746277","0.38433894515037537,0.4015224575996399,-0.21453262865543365","0.4723806381225586,0.5965704917907715,0.1754433512687683","0.2256791740655899,0.5670312643051147,-0.22295008599758148","0.5621287226676941,0.8537605404853821,0.06644938141107559","0.2611372768878937,0.6459792852401733,-0.7661483883857727","0.7036963701248169,0.9541069865226746,-0.13413968682289124","0.5485199093818665,0.42159339785575867,-1.048026204109192","0.7423526048660278,0.9600586891174316,-0.1750568449497223","0.6161634922027588,0.4128303825855255,-1.1308683156967163","0.7438994646072388,0.9552398920059204,-0.21350127458572388","0.6274373531341553,0.3905695974826813,-1.0663549900054932","0.7280907034873962,0.947220504283905,-0.16100414097309113","0.602953314781189,0.39997726678848267,-1.0258936882019043","0.46190014481544495,1.2233827114105225,0.04278413951396942","0.28887373208999634,1.2240197658538818,-0.04088783636689186","0.4767824411392212,1.7277929782867432,-0.0657372921705246","0.31368210911750793,1.7331702709197998,-0.11208395659923553","0.46772754192352295,2.208808660507202,0.1790493279695511","0.314832866191864,2.2160568237304688,0.013692152686417103","0.46601274609565735,2.271956443786621,0.18300078809261322","0.3025374412536621,2.2815041542053223,0.01410636119544506","0.463807612657547,2.3565785884857178,-0.13896705210208893","0.3550112545490265,2.3559608459472656,-0.36133500933647156"
left,"0.4044141471385956,0.3455471694469452,-0.10318372398614883","0.4010874629020691,0.3057802617549896,-0.046773966401815414","0.4069027900695801,0.30620214343070984,-0.04668461158871651","0.41266345977783203,0.3080786168575287,-0.04670024663209915","0.3767012655735016,0.3104062080383301,-0.06527499854564667","0.3663274347782135,0.3123272657394409,-0.06507648527622223","0.35636529326438904,0.3139077425003052,-0.06556836515665054","0.40826061367988586,0.3381247818470001,0.18756741285324097","0.32874318957328796,0.3381424844264984,0.1122976765036583","0.4117918312549591,0.3910767734050751,-0.022082669660449028","0.3832949697971344,0.3955395221710205,-0.045608922839164734","0.494392454624176,0.5980821847915649,0.26972097158432007","0.23099461197853088,0.5670846700668335,-0.018825046718120575","0.606383740901947,0.8426250219345093,0.19036534428596497","0.18391019105911255,0.6510665416717529,-0.5351897478103638","0.7819273471832275,0.8206514716148376,-0.03046461194753647","0.41869351267814636,0.4436856806278229,-0.910298764705658","0.8274266719818115,0.8179041743278503,-0.06883528083562851","0.4683544933795929,0.42206135392189026,-0.9935600161552429","0.8330027461051941,0.7911348938941956,-0.09673508256673813","0.5644848942756653,0.40767914056777954,-0.9144219160079956","0.8144696354866028,0.7920128107070923,-0.05611763149499893","0.4607732594013214,0.41544538736343384,-0.9011573791503906","0.46456530690193176,1.2213246822357178,0.03387563303112984","0.28830352425575256,1.2020257711410522,-0.031320031732320786","0.47218069434165955,1.7239669561386108,-0.05413268506526947","0.30567818880081177,1.7161498069763184,-0.06556849181652069","0.4607023298740387,2.198119878768921,0.17036166787147522","0.2999766767024994,2.1950182914733887,0.02532990463078022","0.4589223265647888,2.265002965927124,0.1741448938846588","0.28838738799095154,2.2625350952148438,0.022376131266355515","0.4577844440937042,2.3390467166900635,-0.1383981555700302","0.3361774981021881,2.337067127227783,-0.3359452784061432"
